seconds,datetime,latitude,longitude,speed_mph,altitude_ft
0.0,1900-01-01 10:48:57,29.9569,-95.3369,183.0,1075.0
5.0,1900-01-01 10:49:02,29.95418125,-95.33330625,188.3125,1200.0
10.0,1900-01-01 10:49:07,29.9514625,-95.3297125,193.625,1325.0
15.0,1900-01-01 10:49:12,29.94874375,-95.32611875,198.9375,1450.0
20.0,1900-01-01 10:49:17,29.945999999999998,-95.322275,205.75,1550.0
25.0,1900-01-01 10:49:22,29.94325,-95.31836875,212.9375,1643.75
30.0,1900-01-01 10:49:27,29.9405,-95.3144625,220.125,1737.5
35.0,1900-01-01 10:49:32,29.937693749999998,-95.310275,228.25,1817.1875
40.0,1900-01-01 10:49:37,29.934849999999997,-95.30590000000001,237.0,1887.5
45.0,1900-01-01 10:49:42,29.93200625,-95.301525,245.75,1957.8125
50.0,1900-01-01 10:49:47,29.928987499999998,-95.2969375,254.75,2034.375
55.0,1900-01-01 10:49:52,29.925706249999998,-95.29203125,264.125,2120.3125
60.0,1900-01-01 10:49:57,29.922424999999997,-95.287125,273.5,2206.25
65.0,1900-01-01 10:50:02,29.919056666666666,-95.28216666666665,281.8666666666667,2312.5
70.0,1900-01-01 10:50:07,29.91534,-95.277,286.2,2500.0
75.0,1900-01-01 10:50:12,29.91162333333333,-95.27183333333333,290.53333333333336,2687.5
80.0,1900-01-01 10:50:17,29.907906666666666,-95.26666666666667,294.8666666666667,2875.0
85.0,1900-01-01 10:50:22,29.90419,-95.2615,299.2,3062.5
90.0,1900-01-01 10:50:27,29.900473333333334,-95.25633333333333,303.53333333333336,3250.0
95.0,1900-01-01 10:50:32,29.89674642857143,-95.25103571428572,307.17857142857144,3420.535714285714
100.0,1900-01-01 10:50:37,29.89297857142857,-95.24521428571428,308.07142857142856,3523.214285714286
105.0,1900-01-01 10:50:42,29.889210714285714,-95.23939285714286,308.9642857142857,3625.8928571428573
110.0,1900-01-01 10:50:47,29.88544285714286,-95.23357142857142,309.85714285714283,3728.5714285714284
115.0,1900-01-01 10:50:52,29.881675,-95.22775,310.75,3831.25
120.0,1900-01-01 10:50:57,29.877907142857143,-95.22192857142858,311.64285714285717,3933.9285714285716
125.0,1900-01-01 10:51:02,29.874123529411765,-95.21601764705882,311.8235294117647,3979.4117647058824
130.0,1900-01-01 10:51:07,29.870329411764704,-95.21004705882352,311.52941176470586,3986.764705882353
135.0,1900-01-01 10:51:12,29.866535294117647,-95.20407647058823,311.2352941176471,3994.1176470588234
140.0,1900-01-01 10:51:17,29.86259259259259,-95.19822222222221,311.0740740740741,4037.962962962963
145.0,1900-01-01 10:51:22,29.858055555555556,-95.19283333333333,311.44444444444446,4227.777777777777
150.0,1900-01-01 10:51:27,29.853518518518516,-95.18744444444444,311.81481481481484,4417.592592592593
155.0,1900-01-01 10:51:32,29.84898148148148,-95.18205555555555,312.18518518518516,4607.407407407407
160.0,1900-01-01 10:51:37,29.84444444444444,-95.17666666666666,312.55555555555554,4797.222222222223
165.0,1900-01-01 10:51:42,29.839907407407406,-95.17127777777777,312.9259259259259,4987.0370370370365
170.0,1900-01-01 10:51:47,29.835635294117647,-95.16615294117646,313.47058823529414,5207.35294117647
175.0,1900-01-01 10:51:52,29.831429411764706,-95.16109411764705,314.05882352941177,5435.294117647059
180.0,1900-01-01 10:51:57,29.827223529411764,-95.15603529411766,314.6470588235294,5663.235294117647
185.0,1900-01-01 10:52:02,29.823307692307694,-95.15070769230769,315.46153846153845,5898.076923076923
190.0,1900-01-01 10:52:07,29.819826923076924,-95.14497692307692,316.61538461538464,6143.2692307692305
195.0,1900-01-01 10:52:12,29.816346153846155,-95.13924615384616,317.7692307692308,6388.461538461538
